id,symbol,yield,ytdReturn,threeYearAverageReturn,fiveYearAverageReturn,cashPosition,stockPosition,bondPosition,otherPosition,longSummary
272,SPMO,0.021,0.026484301,0.0580348,0.1049864,-0.0017,1.0016999,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is designed to measure the performance of approximately 100 stocks in the S&P 500® Index that have the highest ""momentum score."" In general, momentum is the tendency of an investment to exhibit persistence in its relative performance; a ""momentum style"" of investing emphasizes investing in securities that have had better recent performance compared to other securities. It is non-diversified."
273,SPSB,0.0347,0.0224381,-0.0027832002,0.0168609,0.0033000002,0,0.9967,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of the short term U.S. corporate bond market."
274,BGRN,0.0353,-0.012744499,-0.0560316,0,0.0127,0,0.98730004,0,"The fund seeks to track the investment results of the underlying index, which measures the performance of U.S. dollar-denominated investment-grade green bonds issued by U.S. and non-U.S. issuers to fund projects with direct environmental benefits."
275,XRLV,0.025799999,-0.0692747,0.0641623,0.072115205,-0.0023,1.0023,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The index is designed to measure the volatility-driven weighted performance of the 100 constituents of the S&P 500 ® Index that exhibit the lowest volatility and low sensitivity to changes in the 10-year U.S. Treasury rates (interest rate risk)."
276,DYNF,0.0134000005,0.2051673,0.0988398,0,0.0011999999,0.9988,0,0,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets plus the amount of any borrowings for investment purposes in U.S. listed common stock of large- and mid-capitalization companies selected based on a proprietary Factor Rotation model developed by BFA and its affiliates."
277,IVRS,,,0,0,0.0017,0.9982,0,0,"The underlying index measures the performance of equity securities issued by U.S. and non-U.S. companies that enable the “metaverse” and virtual interactions, as determined by Morningstar or its affiliates. The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The fund is non-diversified."
278,FTDS,0.0239,0.0032532,0.0750954,0.063722104,0.0038,0.9962,0,0,"The fund will normally invest at least 90% of its net assets (plus any borrowings for investment purposes) in the common stocks and real estate investment trusts (“REITs”) that comprise the index. The index is designed to provide exposure to well-capitalized companies with a history of increasing their dividends. The term “well-capitalized” reflects companies that have strong balance sheets with durable cash flow and a record of profitability."
279,BSCT,0.0382,-0.0020274,-0.046047002,0,0.0005,0,0.9995,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2029 (collectively, ""2029 Bonds"")."
280,QVML,0.0159,0.0998559,0,0,0,1,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. S&P DJI compiles, maintains and calculates the index, which is designed to measure the performance of 90% of the stocks within the S&P 500® Index after excluding those with the lowest quality, value and momentum multi-factor score. The index is composed of securities with multi-factor scores representing the top 90% of the parent index, as determined by the index provider. It is non-diversified."
281,DVY,0.0402,-0.0930986,0.1131743,0.055377796,0.0042,0.9958,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the U.S.'s leading stocks by dividend yield."
